City,Account length,Area code,Phone number,International plan,Voicemail plan,No. vmail msgs,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total int charge,Customer service calls,Churn
Tokyo,200,510,638-378-7449,No,No,2,128.87,34,21.91,153.48,49,15.35,176.75,174,8.84,17.96,8,2.69,5,False
Saitama,584,408,169-805-3484,No,No,9,151.59,96,25.77,220.69,175,22.07,353.69,177,17.68,8.52,11,1.28,0,False
Kawasaki,205,510,478-858-9028,No,Yes,21,251.86,93,42.82,95.15,182,9.52,128.23,63,6.41,0.49,12,0.07,8,False
Saitama,62,408,931-183-5022,No,Yes,24,127.82,37,21.73,2.32,189,0.23,223.64,64,11.18,19.82,3,2.97,2,False
Osaka,939,415,985-884-3216,Yes,Yes,34,133.21,138,22.65,17.49,195,1.75,354.93,98,17.75,15.65,11,2.35,9,False
Osaka,278,510,850-645-8434,No,Yes,25,131.34,179,22.33,349.16,145,34.92,350.79,79,17.54,3.6,16,0.54,5,True
Osaka,311,415,624-371-7702,No,No,14,224.56,190,38.18,36.35,168,3.64,3.5,196,0.18,19.58,7,2.94,6,False
Nagoya,358,408,773-898-2798,Yes,No,20,244.29,4,41.53,210.7,170,21.07,188.35,25,9.42,9.02,9,1.35,3,True
Yokohama,683,408,435-715-6001,Yes,Yes,15,336.0,117,57.12,37.33,101,3.73,91.55,104,4.58,7.78,17,1.17,2,False
Sapporo,900,408,307-396-3406,No,No,17,344.21,82,58.52,399.43,159,39.94,12.54,163,0.63,7.93,2,1.19,9,False
Yokohama,390,510,848-946-2448,No,No,42,59.5,70,10.12,354.52,98,35.45,195.46,56,9.77,5.37,3,0.81,4,False
Kobe,14,415,792-911-1067,No,No,44,132.09,61,22.46,171.47,61,17.15,233.62,164,11.68,19.8,19,2.97,9,True
Fukuoka,46,415,572-268-9885,Yes,Yes,30,325.85,176,55.39,311.7,146,31.17,187.72,131,9.39,4.59,16,0.69,5,False
Saitama,177,415,848-415-9496,Yes,Yes,9,110.24,57,18.74,225.07,84,22.51,57.71,190,2.89,14.28,0,2.14,4,False
Kyoto,661,408,757-909-3211,Yes,No,22,269.87,15,45.88,360.02,20,36.0,84.11,26,4.21,5.55,8,0.83,5,False
Yokohama,75,408,655-901-5003,No,Yes,42,262.83,75,44.68,137.42,133,13.74,237.55,114,11.88,4.92,1,0.74,6,False
Nagoya,466,510,621-383-8582,Yes,No,38,246.51,56,41.91,111.65,126,11.16,270.65,166,13.53,16.1,1,2.42,7,False
Kobe,975,510,420-484-9504,Yes,No,22,95.92,168,16.31,29.53,71,2.95,161.58,162,8.08,14.69,15,2.2,6,False
Kyoto,808,510,210-350-5393,No,No,18,315.27,170,53.6,245.2,97,24.52,136.78,115,6.84,13.74,10,2.06,3,False
Kobe,501,415,608-927-9977,No,No,18,272.28,14,46.29,373.29,154,37.33,278.9,59,13.94,19.85,19,2.98,7,False
Kyoto,751,510,685-879-7660,No,No,48,332.16,47,56.47,46.18,84,4.62,262.69,98,13.13,11.93,18,1.79,9,False
Nagoya,245,408,307-981-8670,No,No,31,226.39,2,38.49,34.56,72,3.46,323.13,140,16.16,1.46,10,0.22,2,True
Kyoto,447,415,622-211-6416,No,Yes,42,43.39,185,7.38,80.57,29,8.06,156.3,72,7.82,7.94,4,1.19,3,False
Saitama,102,408,933-362-4678,No,No,49,221.18,111,37.6,150.03,35,15.0,127.86,125,6.39,9.11,19,1.37,1,True
Kobe,9,510,451-354-6910,No,Yes,33,80.37,43,13.66,87.42,116,8.74,181.75,83,9.09,3.94,5,0.59,6,False
Tokyo,626,408,917-163-8126,Yes,Yes,36,211.4,27,35.94,199.41,132,19.94,293.77,67,14.69,18.57,19,2.79,9,False
Kobe,781,510,209-354-5328,Yes,Yes,2,260.23,189,44.24,105.65,157,10.57,335.52,103,16.78,7.14,7,1.07,8,False
Osaka,798,510,572-346-3987,No,Yes,5,65.61,177,11.15,176.1,9,17.61,259.65,90,12.98,5.6,6,0.84,6,False
Fukuoka,172,408,165-424-2153,No,Yes,30,298.39,72,50.73,219.49,195,21.95,334.77,111,16.74,1.12,3,0.17,4,False
Saitama,718,415,653-702-5163,No,Yes,18,192.04,39,32.65,46.2,46,4.62,228.51,97,11.43,4.5,8,0.68,2,False
Kyoto,522,408,701-408-7820,No,Yes,26,228.1,163,38.78,78.43,113,7.84,185.02,132,9.25,13.04,19,1.96,7,False
Fukuoka,605,510,712-617-3296,No,Yes,21,186.37,91,31.68,105.65,14,10.57,316.6,91,15.83,18.29,1,2.74,5,True
Nagoya,729,408,127-316-7279,Yes,No,35,243.23,159,41.35,339.76,148,33.98,143.79,51,7.19,12.76,3,1.91,6,True
Kyoto,600,510,486-796-7974,No,Yes,9,34.61,80,5.88,196.0,51,19.6,227.59,107,11.38,13.84,5,2.08,3,False
Sapporo,342,415,308-929-7754,Yes,No,48,49.81,185,8.47,236.3,132,23.63,29.04,26,1.45,7.66,1,1.15,4,False
Kobe,328,408,524-938-3667,No,No,11,203.78,9,34.64,141.12,187,14.11,116.94,134,5.85,3.23,2,0.48,7,False
Sapporo,186,510,216-749-1611,No,No,24,218.45,124,37.14,392.62,38,39.26,237.43,59,11.87,9.81,5,1.47,0,True
Kawasaki,652,415,212-426-1111,No,No,9,234.3,177,39.83,274.75,160,27.48,214.43,158,10.72,13.57,0,2.04,7,True
Saitama,529,510,983-788-3508,Yes,No,14,374.39,46,63.65,386.8,167,38.68,194.48,113,9.72,0.71,10,0.11,5,False
Yokohama,449,510,678-340-8944,No,Yes,18,209.24,116,35.57,4.52,103,0.45,55.49,124,2.77,2.48,6,0.37,7,True
Yokohama,133,510,884-349-6439,Yes,No,32,366.82,66,62.36,382.89,97,38.29,0.24,182,0.01,8.2,11,1.23,8,True
Kobe,740,415,942-921-1651,Yes,No,17,6.36,129,1.08,24.49,75,2.45,98.04,31,4.9,19.86,7,2.98,5,False
Sapporo,239,510,255-690-1341,No,Yes,25,98.06,127,16.67,241.28,58,24.13,370.17,151,18.51,19.41,5,2.91,5,True
Osaka,201,408,293-159-3711,No,Yes,34,316.02,74,53.72,375.44,48,37.54,244.59,57,12.23,0.02,1,0.0,8,False
Sapporo,256,510,850-514-5522,Yes,Yes,18,356.47,19,60.6,171.19,14,17.12,13.56,123,0.68,1.48,13,0.22,9,True
Nagoya,347,510,258-590-8199,Yes,No,20,0.6,60,0.1,41.39,97,4.14,91.05,124,4.55,17.36,7,2.6,7,True
Sapporo,780,415,136-817-1499,Yes,Yes,23,64.75,196,11.01,220.35,88,22.04,198.73,144,9.94,9.91,10,1.49,7,False
Saitama,143,408,297-411-1904,Yes,Yes,38,378.67,64,64.37,305.32,109,30.53,47.57,172,2.38,15.71,11,2.36,8,True
Saitama,534,408,175-662-3018,Yes,Yes,26,302.64,89,51.45,218.01,158,21.8,169.45,102,8.47,16.49,13,2.47,9,True
Nagoya,134,415,587-515-2640,No,Yes,39,392.55,98,66.73,299.34,39,29.93,241.99,134,12.1,14.75,4,2.21,4,True
Tokyo,17,415,218-358-7877,Yes,Yes,16,251.54,195,42.76,95.42,40,9.54,79.38,109,3.97,6.29,8,0.94,8,False
Tokyo,50,510,649-983-7254,No,No,8,94.95,54,16.14,215.07,13,21.51,280.38,93,14.02,6.37,0,0.96,8,True
Sapporo,17,510,573-323-6843,Yes,No,40,10.7,187,1.82,184.1,99,18.41,134.46,153,6.72,2.38,5,0.36,5,False
Saitama,711,408,199-425-8905,Yes,No,10,89.95,106,15.29,70.92,24,7.09,164.78,175,8.24,19.86,11,2.98,9,True
Saitama,771,510,524-815-2598,No,No,6,210.72,149,35.82,354.89,184,35.49,293.87,180,14.69,7.26,19,1.09,6,True
Kawasaki,214,415,662-963-8641,Yes,Yes,44,278.82,112,47.4,391.02,178,39.1,133.52,102,6.68,5.67,10,0.85,6,True
Kawasaki,980,510,156-152-9656,No,No,49,322.03,198,54.75,105.28,107,10.53,82.55,92,4.13,13.85,19,2.08,7,False
Saitama,754,408,936-838-9998,Yes,Yes,34,161.02,31,27.37,160.21,8,16.02,174.41,31,8.72,10.44,1,1.57,9,False
Kyoto,239,415,806-210-3621,Yes,No,48,23.86,146,4.06,149.53,143,14.95,232.58,147,11.63,6.19,7,0.93,5,False
Osaka,657,510,540-346-6154,No,No,16,324.83,129,55.22,113.56,24,11.36,243.9,56,12.2,0.2,4,0.03,1,False
Kobe,944,510,116-753-2268,Yes,No,38,105.39,93,17.92,39.67,128,3.97,250.85,43,12.54,18.81,14,2.82,5,False
Osaka,280,408,635-688-2484,Yes,Yes,26,321.95,53,54.73,275.92,187,27.59,397.32,88,19.87,6.36,15,0.95,0,True
Kawasaki,467,415,727-367-4807,No,No,34,56.67,130,9.63,381.37,162,38.14,126.17,91,6.31,13.06,7,1.96,2,False
Sapporo,162,415,814-578-1725,No,No,4,1.26,99,0.21,179.32,4,17.93,315.99,101,15.8,9.3,10,1.4,5,True
Osaka,71,408,664-706-8736,Yes,Yes,39,321.87,72,54.72,142.63,83,14.26,321.8,30,16.09,19.59,5,2.94,3,True
Osaka,503,408,874-372-7783,No,Yes,35,24.15,46,4.11,77.34,132,7.73,2.18,161,0.11,3.54,17,0.53,9,True
Tokyo,874,415,129-821-3902,No,No,27,35.11,186,5.97,335.09,116,33.51,87.38,68,4.37,3.61,18,0.54,8,True
Saitama,225,408,110-142-2933,Yes,Yes,14,303.3,84,51.56,150.56,51,15.06,91.84,123,4.59,11.08,10,1.66,7,False
Tokyo,344,510,243-595-7376,Yes,No,43,95.63,77,16.26,22.95,7,2.3,187.37,26,9.37,7.14,4,1.07,4,False
Saitama,441,510,307-132-9563,No,Yes,22,260.26,55,44.24,397.76,4,39.78,252.32,184,12.62,14.85,11,2.23,8,True
Yokohama,638,510,219-173-7030,Yes,Yes,15,149.63,2,25.44,381.71,92,38.17,395.35,181,19.77,0.09,6,0.01,7,False
Kobe,959,415,509-483-5574,Yes,No,5,357.56,180,60.79,245.46,182,24.55,108.36,31,5.42,15.33,18,2.3,7,False
Saitama,583,408,686-395-5941,Yes,No,13,74.8,40,12.72,248.82,82,24.88,136.28,39,6.81,13.16,13,1.97,9,False
Fukuoka,577,510,484-906-2089,No,No,10,144.78,58,24.61,329.91,164,32.99,96.19,144,4.81,14.49,9,2.17,0,True
Yokohama,954,415,780-538-1686,Yes,No,28,142.53,29,24.23,129.31,158,12.93,190.89,163,9.54,2.99,16,0.45,9,True
Sapporo,211,415,866-407-2089,No,No,5,311.68,147,52.99,1.66,10,0.17,43.99,120,2.2,4.16,7,0.62,6,True
Kyoto,507,510,394-710-3509,No,No,13,90.99,22,15.47,237.11,38,23.71,300.4,70,15.02,14.64,11,2.2,7,False
Nagoya,386,510,323-705-5675,No,No,45,58.23,55,9.9,235.52,189,23.55,293.08,61,14.65,8.66,5,1.3,0,True
Kobe,395,408,543-236-8117,No,Yes,37,81.32,16,13.82,311.82,44,31.18,364.29,197,18.21,2.15,8,0.32,4,False
Saitama,57,510,722-397-9573,No,Yes,18,358.13,27,60.88,119.76,98,11.98,46.92,69,2.35,17.23,17,2.58,7,True
Nagoya,254,510,726-740-7647,No,No,15,228.14,162,38.78,88.24,166,8.82,359.12,47,17.96,9.04,9,1.36,1,True
Sapporo,490,408,807-578-1325,Yes,No,46,107.41,162,18.26,291.42,166,29.14,162.3,21,8.12,15.86,13,2.38,4,False
Osaka,860,408,291-422-1804,Yes,No,45,127.96,136,21.75,47.26,6,4.73,0.32,20,0.02,9.42,18,1.41,0,True
Tokyo,53,408,951-512-1084,Yes,Yes,7,244.36,42,41.54,46.64,168,4.66,190.02,24,9.5,8.36,16,1.25,6,True
Kobe,76,510,372-332-3587,No,No,13,35.92,186,6.11,320.93,81,32.09,253.47,137,12.67,5.11,3,0.77,8,True
Nagoya,695,415,211-317-8806,Yes,Yes,9,158.61,51,26.96,377.73,54,37.77,40.82,111,2.04,10.66,4,1.6,6,True
Osaka,139,510,573-872-5453,No,No,19,52.82,66,8.98,129.73,117,12.97,223.48,43,11.17,0.33,13,0.05,3,True
Kawasaki,843,510,225-183-9380,Yes,Yes,21,38.17,143,6.49,284.57,16,28.46,23.61,145,1.18,2.72,13,0.41,3,False
Kawasaki,816,415,863-689-3634,No,No,27,52.78,197,8.97,164.21,90,16.42,111.57,25,5.58,16.18,9,2.43,7,True
Kawasaki,361,510,190-853-2794,Yes,Yes,20,159.16,151,27.06,295.98,38,29.6,58.68,166,2.93,19.91,14,2.99,2,True
Saitama,9,408,166-165-9533,Yes,Yes,18,8.49,74,1.44,364.01,89,36.4,235.1,107,11.76,1.75,8,0.26,3,False
Osaka,230,415,992-985-5685,Yes,Yes,28,135.22,113,22.99,194.53,54,19.45,269.84,196,13.49,17.91,9,2.69,6,True
Osaka,977,408,468-444-2515,Yes,Yes,34,291.53,75,49.56,101.04,149,10.1,208.59,131,10.43,5.2,8,0.78,4,True
Kobe,87,408,124-692-1565,Yes,No,38,398.56,54,67.76,370.44,102,37.04,112.4,166,5.62,18.32,16,2.75,9,True
Fukuoka,652,408,921-428-5662,No,No,32,152.22,45,25.88,206.54,38,20.65,319.67,17,15.98,13.87,16,2.08,0,False
Kawasaki,675,408,353-193-9946,Yes,No,25,22.85,14,3.88,58.71,194,5.87,67.13,118,3.36,14.04,17,2.11,2,False
Yokohama,26,510,805-566-1589,No,No,35,161.25,25,27.41,68.67,17,6.87,275.59,163,13.78,1.88,5,0.28,7,True
Sapporo,538,510,895-392-4787,Yes,Yes,10,266.68,1,45.34,318.79,126,31.88,50.94,119,2.55,7.5,6,1.12,7,True
Yokohama,132,415,227-919-3498,No,No,45,159.87,198,27.18,134.16,190,13.42,298.17,149,14.91,11.4,18,1.71,9,False
Tokyo,339,510,318-572-8503,Yes,Yes,12,213.38,20,36.27,307.2,66,30.72,195.33,95,9.77,13.41,19,2.01,5,True
Kobe,550,415,258-421-4928,No,Yes,13,4.46,107,0.76,35.97,3,3.6,46.19,30,2.31,10.5,6,1.58,7,False
Nagoya,946,408,638-851-9973,No,Yes,16,21.85,86,3.71,93.14,152,9.31,224.41,79,11.22,14.45,4,2.17,4,True
Kobe,11,408,600-623-2041,Yes,No,22,68.44,179,11.63,236.9,96,23.69,303.71,166,15.19,14.84,0,2.23,3,False
Saitama,7,408,250-701-7973,No,No,23,272.38,108,46.3,12.67,54,1.27,181.19,192,9.06,3.36,6,0.5,3,True
Sapporo,568,510,774-856-4413,No,No,39,236.91,71,40.27,262.05,87,26.2,81.76,88,4.09,2.39,9,0.36,1,False
Tokyo,71,408,863-144-4335,Yes,No,14,247.25,120,42.03,236.56,168,23.66,385.71,105,19.29,10.21,5,1.53,1,False
Nagoya,159,408,734-831-7233,Yes,Yes,26,107.11,5,18.21,34.19,164,3.42,206.73,15,10.34,10.85,10,1.63,0,False
Saitama,345,510,685-881-7253,No,Yes,39,271.37,161,46.13,150.39,84,15.04,165.48,152,8.27,14.05,9,2.11,8,True
Kyoto,604,408,658-262-2584,Yes,Yes,27,359.9,17,61.18,165.57,74,16.56,146.16,63,7.31,16.93,5,2.54,8,False
Sapporo,723,510,196-640-5272,No,Yes,28,69.81,140,11.87,182.36,194,18.24,45.98,87,2.3,6.43,5,0.96,1,True
Nagoya,450,510,477-201-2908,Yes,Yes,28,367.7,126,62.51,47.33,58,4.73,50.12,99,2.51,19.92,9,2.99,3,True
Kawasaki,534,408,791-977-7290,No,Yes,17,332.38,122,56.5,149.24,32,14.92,236.15,127,11.81,1.24,15,0.19,7,False
Kobe,579,408,400-524-3563,Yes,Yes,21,388.8,87,66.1,317.11,88,31.71,96.36,0,4.82,9.75,4,1.46,7,False
Fukuoka,372,408,764-314-7260,Yes,Yes,15,289.43,131,49.2,314.4,77,31.44,134.95,105,6.75,10.06,9,1.51,3,True
Yokohama,563,408,387-542-8654,No,No,32,249.43,8,42.4,190.04,137,19.0,224.09,29,11.2,9.55,4,1.43,4,False
Kyoto,652,415,477-421-4065,Yes,No,37,314.5,39,53.46,133.91,49,13.39,209.71,63,10.49,19.61,13,2.94,0,True
Kawasaki,870,408,953-288-6733,No,No,19,343.68,168,58.43,187.39,31,18.74,155.78,133,7.79,19.34,0,2.9,5,False
Yokohama,535,408,100-643-6663,No,Yes,11,335.58,154,57.05,27.77,9,2.78,119.46,108,5.97,19.07,16,2.86,4,True
Tokyo,475,408,150-227-1447,Yes,No,8,299.11,26,50.85,386.98,117,38.7,91.13,172,4.56,12.75,6,1.91,8,False
Fukuoka,494,415,607-684-3891,No,No,42,40.74,185,6.93,58.64,142,5.86,293.77,127,14.69,14.76,19,2.21,3,False
Fukuoka,307,510,647-412-6156,Yes,Yes,44,32.67,175,5.55,366.56,99,36.66,85.2,87,4.26,3.58,15,0.54,8,True
Yokohama,700,408,805-666-1700,No,No,42,91.42,193,15.54,359.2,91,35.92,34.0,62,1.7,6.29,13,0.94,1,True
Kyoto,127,408,100-586-6359,Yes,No,10,382.39,197,65.01,216.03,86,21.6,222.17,114,11.11,5.94,1,0.89,3,True
Nagoya,606,408,652-209-7993,No,Yes,15,300.1,59,51.02,155.54,7,15.55,369.35,89,18.47,16.43,12,2.46,8,True
Nagoya,958,415,363-774-2480,Yes,Yes,20,167.78,76,28.52,61.37,14,6.14,18.95,104,0.95,4.4,10,0.66,7,False
Tokyo,782,510,209-176-9684,No,No,24,5.7,81,0.97,246.71,133,24.67,206.37,149,10.32,6.68,19,1.0,8,True
Fukuoka,306,510,430-865-6326,No,Yes,39,238.4,37,40.53,311.83,146,31.18,142.57,67,7.13,19.56,13,2.93,2,True
Kobe,294,415,120-566-8502,No,Yes,18,178.89,86,30.41,172.66,180,17.27,184.46,184,9.22,3.11,3,0.47,5,True
Fukuoka,16,510,825-151-7783,No,Yes,21,343.67,144,58.42,395.8,60,39.58,384.67,119,19.23,6.71,14,1.01,7,False
Fukuoka,377,408,743-507-9184,Yes,Yes,35,257.76,130,43.82,5.03,111,0.5,228.26,121,11.41,9.28,9,1.39,3,False
Kyoto,221,408,965-774-8309,No,No,7,76.9,95,13.07,173.25,131,17.32,344.13,4,17.21,15.87,19,2.38,0,True
Fukuoka,286,415,926-416-4140,No,No,15,107.98,104,18.36,50.08,10,5.01,386.49,58,19.32,12.33,2,1.85,5,True
Sapporo,962,408,117-725-1017,No,No,30,195.38,26,33.21,131.36,68,13.14,324.15,27,16.21,3.95,15,0.59,5,True
Osaka,888,415,250-569-7046,Yes,No,11,161.66,118,27.48,348.28,127,34.83,101.91,186,5.1,18.62,17,2.79,4,False
Kyoto,572,510,642-422-2825,Yes,No,1,219.92,177,37.39,100.67,92,10.07,340.31,14,17.02,14.7,17,2.2,3,False
Nagoya,865,510,496-115-7249,No,Yes,10,139.81,146,23.77,355.81,164,35.58,46.88,66,2.34,8.04,11,1.21,5,False
Fukuoka,151,408,650-508-2113,No,Yes,13,145.61,144,24.75,396.24,121,39.62,304.19,62,15.21,5.36,8,0.8,4,True
Kawasaki,352,510,824-818-3101,Yes,No,28,29.56,91,5.03,150.24,140,15.02,134.39,81,6.72,1.69,1,0.25,2,False
Kawasaki,476,408,152-431-9158,No,Yes,3,159.04,191,27.04,61.78,145,6.18,196.45,107,9.82,14.54,15,2.18,4,False
Tokyo,783,510,182-386-7708,No,No,36,57.33,117,9.75,2.28,184,0.23,327.02,62,16.35,15.87,1,2.38,7,False
Nagoya,20,408,804-462-2428,No,Yes,1,15.31,105,2.6,313.61,58,31.36,88.57,32,4.43,3.94,1,0.59,4,True
Yokohama,660,415,844-660-2713,Yes,Yes,19,4.18,187,0.71,295.66,91,29.57,211.23,145,10.56,4.92,11,0.74,0,True
Fukuoka,931,415,522-859-6791,No,No,48,141.14,51,23.99,290.33,181,29.03,308.12,37,15.41,2.09,11,0.31,8,False
Nagoya,46,415,742-777-2049,No,Yes,8,12.54,116,2.13,391.25,25,39.12,352.32,124,17.62,8.22,6,1.23,2,True
Saitama,480,510,114-457-4478,No,Yes,12,18.37,101,3.12,259.81,74,25.98,194.15,194,9.71,15.62,11,2.34,8,False
Kawasaki,315,415,680-449-7487,No,Yes,48,223.76,104,38.04,373.5,15,37.35,382.55,39,19.13,8.61,11,1.29,7,True
Tokyo,984,415,691-985-1384,No,Yes,45,272.59,193,46.34,220.28,48,22.03,216.41,36,10.82,1.87,10,0.28,6,False
Tokyo,50,408,447-204-8526,Yes,No,21,118.26,71,20.1,105.79,168,10.58,203.78,83,10.19,5.11,13,0.77,6,True
Kyoto,10,415,446-344-4589,No,Yes,44,196.28,105,33.37,108.77,7,10.88,36.71,58,1.84,12.73,13,1.91,2,False
Kyoto,706,408,766-698-6356,Yes,Yes,46,133.25,153,22.65,1.04,126,0.1,131.89,95,6.59,11.89,19,1.78,5,True
Kawasaki,290,510,767-952-6700,No,No,32,99.05,93,16.84,205.44,131,20.54,130.65,50,6.53,9.24,9,1.39,7,False
Saitama,748,408,760-596-5010,Yes,No,43,136.05,94,23.13,113.37,102,11.34,92.56,158,4.63,16.65,11,2.5,0,False
Nagoya,794,415,366-730-4084,Yes,Yes,31,363.57,114,61.81,19.19,75,1.92,125.38,3,6.27,15.58,11,2.34,2,False
Kyoto,891,408,729-424-3247,No,Yes,11,23.22,137,3.95,8.83,64,0.88,141.56,37,7.08,5.25,18,0.79,2,False
Sapporo,148,408,940-451-6819,Yes,No,12,239.48,150,40.71,75.66,52,7.57,380.21,49,19.01,19.87,7,2.98,3,False
Kobe,669,415,669-283-8660,Yes,No,1,345.89,178,58.8,256.02,148,25.6,346.28,185,17.31,5.65,12,0.85,5,False
Saitama,63,510,973-738-3718,No,No,7,270.4,176,45.97,269.97,190,27.0,313.95,37,15.7,5.02,5,0.75,5,False
Tokyo,807,415,767-997-8641,Yes,Yes,12,171.25,112,29.11,248.63,131,24.86,229.17,195,11.46,14.06,4,2.11,4,True
Kawasaki,960,408,417-266-7976,No,No,5,392.24,181,66.68,351.25,22,35.12,336.82,85,16.84,2.71,4,0.41,3,False
Nagoya,216,415,828-178-7363,Yes,Yes,8,254.64,56,43.29,235.79,180,23.58,47.36,60,2.37,8.12,9,1.22,6,True
Tokyo,508,408,983-101-6011,Yes,No,27,208.69,69,35.48,99.9,171,9.99,317.4,116,15.87,9.19,1,1.38,8,True
Kobe,984,415,797-600-6881,No,No,42,49.76,68,8.46,383.19,92,38.32,94.33,150,4.72,4.53,10,0.68,7,False
Yokohama,280,510,405-980-9365,No,Yes,4,262.93,32,44.7,115.52,168,11.55,161.3,67,8.07,12.37,14,1.86,4,True
Fukuoka,932,415,738-923-9510,No,Yes,16,74.09,124,12.6,381.5,100,38.15,156.58,42,7.83,11.38,11,1.71,7,False
Yokohama,105,510,877-456-6140,Yes,Yes,44,319.59,33,54.33,353.89,170,35.39,283.69,137,14.18,16.77,19,2.52,1,False
Kawasaki,182,510,520-858-4283,Yes,Yes,46,310.16,95,52.73,276.66,102,27.67,104.32,167,5.22,18.97,13,2.85,9,False
Yokohama,636,510,502-105-6351,No,Yes,15,206.13,135,35.04,113.02,33,11.3,30.0,167,1.5,12.58,10,1.89,3,True
Yokohama,786,510,622-297-5930,Yes,No,32,3.31,174,0.56,220.44,43,22.04,374.9,65,18.74,18.51,8,2.78,3,True
Tokyo,448,415,328-224-7466,Yes,Yes,23,352.08,126,59.85,321.9,96,32.19,67.71,127,3.39,7.26,13,1.09,7,False
Nagoya,789,408,839-897-7605,Yes,No,4,11.88,161,2.02,159.11,145,15.91,120.63,156,6.03,16.09,6,2.41,8,True
Kyoto,845,408,346-592-3923,Yes,No,48,313.95,73,53.37,101.12,136,10.11,285.97,54,14.3,3.43,11,0.51,6,True
Tokyo,322,408,616-899-8818,Yes,Yes,32,355.95,36,60.51,235.63,149,23.56,27.46,98,1.37,13.94,17,2.09,5,False
Kawasaki,385,415,597-936-4307,Yes,Yes,44,363.12,79,61.73,167.27,140,16.73,390.28,64,19.51,0.58,2,0.09,0,True
Nagoya,688,415,496-386-3248,Yes,Yes,45,134.94,186,22.94,315.26,151,31.53,140.52,147,7.03,4.26,10,0.64,9,True
Kobe,194,408,449-183-4321,No,No,35,330.02,63,56.1,188.1,22,18.81,117.98,112,5.9,3.44,5,0.52,0,True
Tokyo,830,408,891-844-2848,No,No,3,387.68,79,65.91,288.86,173,28.89,306.75,94,15.34,1.03,15,0.15,2,True
Sapporo,330,415,993-946-5629,No,Yes,28,202.66,85,34.45,255.6,126,25.56,229.67,81,11.48,10.74,17,1.61,1,False
Kyoto,411,408,150-765-1359,No,Yes,19,394.37,68,67.04,246.48,80,24.65,159.7,97,7.98,3.49,7,0.52,1,False
Kobe,140,510,560-145-1993,Yes,Yes,33,213.7,79,36.33,40.38,132,4.04,384.31,147,19.22,0.64,18,0.1,2,True
Tokyo,3,408,341-903-7968,No,Yes,10,326.77,146,55.55,19.13,65,1.91,149.18,178,7.46,0.75,13,0.11,6,True
Osaka,951,408,121-979-7976,Yes,Yes,6,164.47,140,27.96,122.62,64,12.26,351.55,151,17.58,11.67,10,1.75,0,True
Sapporo,988,415,515-338-3421,No,No,11,336.23,20,57.16,151.28,163,15.13,218.71,180,10.94,15.58,17,2.34,1,False
Kobe,437,408,663-782-6084,No,No,39,32.36,180,5.5,170.92,72,17.09,105.23,46,5.26,1.58,13,0.24,5,True
Osaka,327,408,712-270-2600,No,No,25,79.9,144,13.58,262.84,123,26.28,221.03,142,11.05,12.91,11,1.94,7,True
Kyoto,935,408,604-479-3955,No,Yes,22,355.26,42,60.39,199.79,10,19.98,274.28,149,13.71,19.5,11,2.92,6,False
Kawasaki,880,510,596-766-2421,Yes,No,47,89.49,161,15.21,48.11,173,4.81,155.4,0,7.77,17.35,11,2.6,9,True
Sapporo,880,408,766-978-2759,No,Yes,16,329.98,88,56.1,198.76,141,19.88,122.58,53,6.13,9.32,8,1.4,1,False
Saitama,817,415,632-228-9674,No,Yes,19,34.24,16,5.82,133.64,172,13.36,73.18,77,3.66,8.98,10,1.35,1,True
Osaka,418,408,640-347-2814,Yes,Yes,26,251.18,4,42.7,382.93,115,38.29,305.35,67,15.27,14.94,18,2.24,9,False
Kawasaki,443,415,868-612-4490,No,No,29,53.73,107,9.13,51.13,157,5.11,63.73,197,3.19,5.76,11,0.86,4,True
Fukuoka,418,415,957-136-9357,Yes,Yes,39,387.61,79,65.89,342.07,41,34.21,134.34,40,6.72,2.78,3,0.42,2,False
Kyoto,487,415,219-230-2842,Yes,Yes,9,27.14,52,4.61,68.32,146,6.83,117.22,34,5.86,12.19,17,1.83,6,True
Kawasaki,801,408,250-341-1801,Yes,No,44,204.86,108,34.83,352.63,84,35.26,359.12,53,17.96,19.71,1,2.96,0,True
Kyoto,399,415,565-722-2620,Yes,No,42,55.05,14,9.36,187.2,189,18.72,165.48,164,8.27,0.18,11,0.03,8,False
Kyoto,23,510,592-600-4813,No,No,40,234.31,42,39.83,270.37,153,27.04,137.08,187,6.85,2.99,11,0.45,8,False
Fukuoka,339,510,174-107-2025,Yes,Yes,10,211.62,84,35.98,96.65,6,9.67,203.83,91,10.19,19.69,6,2.95,3,True
Nagoya,974,415,952-548-2218,No,Yes,32,268.4,28,45.63,213.11,110,21.31,196.81,25,9.84,5.22,0,0.78,0,False
Kobe,180,415,918-930-1539,No,Yes,35,199.07,91,33.84,167.5,109,16.75,137.3,13,6.87,2.23,1,0.33,3,True
Nagoya,906,510,231-551-9188,No,No,19,369.99,150,62.9,177.91,79,17.79,324.97,42,16.25,18.33,8,2.75,6,True
Kawasaki,383,510,475-768-3643,No,No,41,9.87,57,1.68,311.66,111,31.17,194.7,136,9.74,12.97,2,1.95,0,False
Saitama,453,415,637-714-3426,Yes,No,43,96.17,91,16.35,138.79,92,13.88,62.1,50,3.11,18.85,9,2.83,5,False
